0,0,0,0,0,0,0,0,0,0,10,500,1e+06,0.95,0,0,1
0,0,0,0,0,0,0,0,0,1,10,500,1e+06,0.95,0.057928,0.11011,0.71094
0,0,0,0,0,0,0,0,1,0,10,500,1e+06,0.95,0.057869,0.11002,0.71094
0,0,0,0,0,0,0,0,1,1,10,500,1e+06,0.95,0.1201,0.11973,1.001
0,0,0,0,0,0,0,1,0,0,10,500,1e+06,0.95,0.058118,0.11064,0.71301
0,0,0,0,0,0,0,1,0,1,10,500,1e+06,0.95,0.12191,0.22617,0.77148
0,0,0,0,0,0,0,1,1,0,10,500,1e+06,0.95,0.11983,0.22528,0.76367
0,0,0,0,0,0,0,1,1,1,10,500,1e+06,0.95,0.18045,0.23241,0.92423
0,0,0,0,0,0,1,0,0,0,10,500,1e+06,0.95,0.058256,0.11005,0.71252
0,0,0,0,0,0,1,0,0,1,10,500,1e+06,0.95,0.12302,0.22594,0.7749
0,0,0,0,0,0,1,0,1,0,10,500,1e+06,0.95,0.1221,0.22625,0.77234
0,0,0,0,0,0,1,0,1,1,10,500,1e+06,0.95,0.18379,0.23203,0.93164
0,0,0,0,0,0,1,1,0,0,10,500,1e+06,0.95,0.11994,0.11988,1
0,0,0,0,0,0,1,1,0,1,10,500,1e+06,0.95,0.18392,0.23232,0.93061
0,0,0,0,0,0,1,1,1,0,10,500,1e+06,0.95,0.1811,0.23235,0.92579
0,0,0,0,0,0,1,1,1,1,10,500,1e+06,0.95,0.23955,0.24065,0.99896
0,0,0,0,0,1,0,0,0,0,10,500,1e+06,0.95,0.058597,0.1102,0.71484
0,0,0,0,0,1,0,0,0,1,10,500,1e+06,0.95,0.12344,0.22866,0.75916
0,0,0,0,0,1,0,0,1,0,10,500,1e+06,0.95,0.12289,0.22846,0.75585
0,0,0,0,0,1,0,0,1,1,10,500,1e+06,0.95,0.18486,0.23659,0.92139
0,0,0,0,0,1,0,1,0,0,10,500,1e+06,0.95,0.12224,0.22643,0.77246
0,0,0,0,0,1,0,1,0,1,10,500,1e+06,0.95,0.187,0.33962,0.80249
0,0,0,0,0,1,0,1,1,0,10,500,1e+06,0.95,0.18365,0.33893,0.79565
0,0,0,0,0,1,0,1,1,1,10,500,1e+06,0.95,0.24357,0.34319,0.90179
0,0,0,0,0,1,1,0,0,0,10,500,1e+06,0.95,0.11964,0.22556,0.76367
0,0,0,0,0,1,1,0,0,1,10,500,1e+06,0.95,0.18523,0.33909,0.79834
0,0,0,0,0,1,1,0,1,0,10,500,1e+06,0.95,0.18314,0.33825,0.79443
0,0,0,0,0,1,1,0,1,1,10,500,1e+06,0.95,0.24454,0.34308,0.9043
0,0,0,0,0,1,1,1,0,0,10,500,1e+06,0.95,0.18155,0.23175,0.92578
0,0,0,0,0,1,1,1,0,1,10,500,1e+06,0.95,0.24367,0.34197,0.90295
0,0,0,0,0,1,1,1,1,0,10,500,1e+06,0.95,0.24036,0.34206,0.89838
0,0,0,0,0,1,1,1,1,1,10,500,1e+06,0.95,0.29883,0.34896,0.96217
0,0,0,0,1,0,0,0,0,0,10,500,1e+06,0.95,0.058014,0.11024,0.71094
0,0,0,0,1,0,0,0,0,1,10,500,1e+06,0.95,0.123,0.22844,0.75757
0,0,0,0,1,0,0,0,1,0,10,500,1e+06,0.95,0.12298,0.22796,0.75781
0,0,0,0,1,0,0,0,1,1,10,500,1e+06,0.95,0.18552,0.23702,0.92157
0,0,0,0,1,0,0,1,0,0,10,500,1e+06,0.95,0.12289,0.22601,0.77505
0,0,0,0,1,0,0,1,0,1,10,500,1e+06,0.95,0.1872,0.33933,0.80322
0,0,0,0,1,0,0,1,1,0,10,500,1e+06,0.95,0.18532,0.3387,0.79893
0,0,0,0,1,0,0,1,1,1,10,500,1e+06,0.95,0.24604,0.34312,0.90558
0,0,0,0,1,0,1,0,0,0,10,500,1e+06,0.95,0.12253,0.22614,0.77386
0,0,0,0,1,0,1,0,0,1,10,500,1e+06,0.95,0.18733,0.33908,0.80371
0,0,0,0,1,0,1,0,1,0,10,500,1e+06,0.95,0.18722,0.33928,0.8027
0,0,0,0,1,0,1,0,1,1,10,500,1e+06,0.95,0.24762,0.34425,0.90727
0,0,0,0,1,0,1,1,0,0,10,500,1e+06,0.95,0.18322,0.23185,0.92944
0,0,0,0,1,0,1,1,0,1,10,500,1e+06,0.95,0.24715,0.34087,0.90796
0,0,0,0,1,0,1,1,1,0,10,500,1e+06,0.95,0.24406,0.34184,0.90381
0,0,0,0,1,0,1,1,1,1,10,500,1e+06,0.95,0.30272,0.34848,0.96484
0,0,0,0,1,1,0,0,0,0,10,500,1e+06,0.95,0.12046,0.11991,1.0007
0,0,0,0,1,1,0,0,0,1,10,500,1e+06,0.95,0.18494,0.23598,0.92087
0,0,0,0,1,1,0,0,1,0,10,500,1e+06,0.95,0.18495,0.23633,0.92139
0,0,0,0,1,1,0,0,1,1,10,500,1e+06,0.95,0.24618,0.24649,0.99988
0,0,0,0,1,1,0,1,0,0,10,500,1e+06,0.95,0.18427,0.23249,0.93118
0,0,0,0,1,1,0,1,0,1,10,500,1e+06,0.95,0.24813,0.3442,0.9082
