0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039216,0.027451,0.011765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011765,0.082353,0.039216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0078431,0.0039216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015686,0.039216,0,0.054902,0.13333,0.10588,0.11373,0.07451,0.058824,0.023529,0.047059,0.070588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078431,0.0039216,0.015686,0.062745
0,0,0.031373,0.086275,0.043137,0.035294,0.011765,0.05098,0.14902,0.17647,0.16471,0.1451,0.14118,0.10588,0.078431,0.0039216,0,0,0,0.019608,0.0039216,0,0.039216,0.054902,0.07451,0.18039,0.23137,0.22353,0.21961,0.22353,0.23137,0.16863,0.14902,0.082353,0.062745,0.015686,0,0,0,0,0,0,0.0039216,0.023529,0.043137,0.07451,0.1451,0.18039,0.2,0.15686,0.15686,0.22353
0.22353,0.27451,0.28627,0.27451,0.21176,0.12157,0.082353,0.18431,0.32549,0.36471,0.36471,0.35686,0.36471,0.32941,0.27843,0.23922,0.21569,0.21569,0.21176,0.2,0.18039,0.18824,0.22353,0.27843,0.27843,0.31765,0.33725,0.33725,0.38039,0.41569,0.42745,0.40392,0.37255,0.27059,0.19608,0.11765,0.094118,0.14902,0.20392,0.22745,0.27059,0.2549,0.24314,0.2549,0.27059,0.31373,0.35686,0.38431,0.38824,0.36078,0.34902,0.35294
0.41176,0.38431,0.38824,0.36863,0.30588,0.2902,0.3098,0.37255,0.45098,0.49804,0.49412,0.48235,0.47843,0.48235,0.47059,0.40784,0.3451,0.38824,0.44706,0.43529,0.37255,0.33725,0.36863,0.45098,0.49412,0.46667,0.4549,0.47843,0.53725,0.56471,0.55686,0.52941,0.51373,0.47451,0.39216,0.33725,0.32157,0.3451,0.37255,0.39608,0.42353,0.41176,0.39608,0.41176,0.43529,0.46275,0.47843,0.48627,0.45882,0.42353,0.44314,0.46275
0.51373,0.46275,0.44314,0.45098,0.42353,0.4,0.42745,0.49804,0.55686,0.59216,0.58431,0.56078,0.56078,0.58431,0.59216,0.52157,0.44706,0.49804,0.55686,0.53725,0.47843,0.41176,0.45882,0.57255,0.6,0.57255,0.54902,0.56863,0.58431,0.6,0.59608,0.59608,0.58431,0.55686,0.53333,0.53333,0.51765,0.50588,0.48627,0.47451,0.4902,0.54118,0.57647,0.6,0.59608,0.57647,0.56078,0.5451,0.4902,0.46667,0.50588,0.56078
