0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.580004564917406644e-03,1.068535540904122172e+00,1.000000000000000000e+02,9.499999999999999556e-01,5.611656164983768180e-01,5.615217483312320290e-01,9.998703002929687500e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.098445011152935427e-03,1.068929995442886138e+00,1.000000000000000000e+02,9.499999999999999556e-01,5.459100882805760779e-01,5.574262938943250756e-01,9.962387084960937500e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.727717905846140552e-03,1.085546877104206942e+00,1.000000000000000000e+02,9.499999999999999556e-01,5.450921737265440603e-01,5.587227403392698299e-01,9.953536987304687500e-01
1.215686276555061340e+01,1.490196138620376587e+01,1.686274558305740356e+01,1.725490242242813110e+01,1.725490242242813110e+01,1.725490242242813110e+01,1.725490242242813110e+01,1.647058874368667603e+01,1.607843190431594849e+01,1.450980454683303833e+01,1.411764770746231079e+01,1.215686276555061340e+01,1.215686276555061340e+01,1.333333402872085571e+01,1.176470592617988586e+01,1.176470592617988586e+01,1.470588273368775845e+01,1.470588273368775845e+01,1.470588273368775845e+01,1.470588273368775845e+01,1.470588273368775845e+01,1.470588273368775845e+01,1.470588273368775845e+01,1.470588273368775845e+01,1.470588273368775845e+01,1.470588273368775845e+01,1.470588273368775845e+01,1.470588273368775845e+01,1.470588273368775845e+01,1.470588273368775845e+01,1.470588273368775845e+01,1.470588273368775845e+01,6.995667083650661602e-03,1.096220131166774081e+00,1.000000000000000000e+02,9.499999999999999556e-01,5.576791565058401012e-01,5.595734842403828901e-01,9.996414184570312500e-01
1.137254908680915833e+01,1.137254908680915833e+01,9.803921729326248169e+00,9.803921729326248169e+00,1.176470592617988586e+01,9.803921729326248169e+00,1.137254908680915833e+01,1.137254908680915833e+01,1.019607856869697571e+01,1.176470592617988586e+01,1.215686276555061340e+01,1.215686276555061340e+01,1.372549086809158325e+01,1.294117718935012817e+01,1.333333402872085571e+01,1.333333402872085571e+01,1.164215710014104843e+01,1.164215710014104843e+01,1.164215710014104843e+01,1.164215710014104843e+01,1.164215710014104843e+01,1.164215710014104843e+01,1.164215710014104843e+01,1.164215710014104843e+01,1.164215710014104843e+01,1.164215710014104843e+01,1.164215710014104843e+01,1.164215710014104843e+01,1.164215710014104843e+01,1.164215710014104843e+01,1.164215710014104843e+01,1.164215710014104843e+01,5.510788164444635831e-03,1.092880670508748153e+00,1.000000000000000000e+02,9.499999999999999556e-01,5.594667863424382936e-01,5.606756000992919597e-01,9.996643066406250000e-01
1.333333402872085571e+01,1.333333402872085571e+01,1.490196138620376587e+01,1.490196138620376587e+01,1.490196138620376587e+01,1.450980454683303833e+01,1.411764770746231079e+01,1.411764770746231079e+01,1.411764770746231079e+01,1.254902034997940063e+01,1.215686276555061340e+01,9.803921729326248169e+00,9.411764889955520630e+00,6.274510174989700317e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.115196123719215393e+01,1.115196123719215393e+01,1.115196123719215393e+01,1.115196123719215393e+01,1.115196123719215393e+01,1.115196123719215393e+01,1.115196123719215393e+01,1.115196123719215393e+01,1.115196123719215393e+01,1.115196123719215393e+01,1.115196123719215393e+01,1.115196123719215393e+01,1.115196123719215393e+01,1.115196123719215393e+01,1.115196123719215393e+01,1.115196123719215393e+01,6.753950184848067292e-03,1.088047643755999161e+00,1.000000000000000000e+02,9.499999999999999556e-01,5.584750381948319076e-01,5.600613831323049130e-01,9.995040893554687500e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.411764889955520630e+00,1.333333402872085571e+01,1.450980454683303833e+01,1.490196138620376587e+01,1.372549086809158325e+01,1.333333402872085571e+01,1.058823540806770325e+01,7.058823853731155396e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.053921813145279884e+00,6.053921813145279884e+00,6.053921813145279884e+00,6.053921813145279884e+00,6.053921813145279884e+00,6.053921813145279884e+00,6.053921813145279884e+00,6.053921813145279884e+00,6.053921813145279884e+00,6.053921813145279884e+00,6.053921813145279884e+00,6.053921813145279884e+00,6.053921813145279884e+00,6.053921813145279884e+00,6.053921813145279884e+00,6.053921813145279884e+00,7.453300791339429257e-03,1.086676626149710501e+00,1.000000000000000000e+02,9.499999999999999556e-01,5.533529204370580823e-01,5.564437376054509610e-01,9.991531372070312500e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.595718532086554071e-03,1.093263636026676977e+00,1.000000000000000000e+02,9.499999999999999556e-01,5.529053486399411188e-01,5.535704107936421092e-01,9.999771118164062500e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.112844571540482462e-02,1.117880671255989000e+00,1.000000000000000000e+02,9.499999999999999556e-01,5.291108196221269155e-01,5.441766364388670452e-01,9.949645996093750000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.176470592617988586e+01,1.803921610116958618e+01,2.392156869173049927e+01,2.666666805744171143e+01,2.666666805744171143e+01,2.352941185235977173e+01,2.000000029802322388e+01,1.607843190431594849e+01,1.041666693054139614e+01,1.041666693054139614e+01,1.041666693054139614e+01,1.041666693054139614e+01,1.041666693054139614e+01,1.041666693054139614e+01,1.041666693054139614e+01,1.041666693054139614e+01,1.041666693054139614e+01,1.041666693054139614e+01,1.041666693054139614e+01,1.041666693054139614e+01,1.041666693054139614e+01,1.041666693054139614e+01,1.041666693054139614e+01,1.041666693054139614e+01,1.106014029122324820e-02,1.090211399361578515e+00,1.000000000000000000e+02,9.499999999999999556e-01,5.198144545007560291e-01,5.318172463239668746e-01,9.959793090820312500e-01
