0.0093878,0.010451,0.015813,0.0069979,0.0083085,0.017232,0.0085838,0.0067702,0.011797,0.012854,0.0068858,0.008768,0.019409,0.0080347,0.0075198,0.015062,0.010909,0.0069108,0.010517,0.016428,0.0070064,0.0086469,0.017136,0.008296,0.007132,0.012189,0.013046,0.0059439,0.0089013,0.016318,0.0070135,0.0035091
0.00091623,0.00095264,0.00038839,0.00052165,0.0013325,0.00059187,0.00072824,0.00077302,0.0010545,0.00055769,0.00092567,0.001288,0.00050848,0.00055474,0.0010705,0.0012999,0.00054603,0.00085873,0.0014642,0.00047699,0.0007234,0.0011733,0.0007373,0.00056853,0.00088501,0.0010358,0.00061288,0.00066187,0.00082401,0.00033292,0.00044449,0.00018461
0.0012493,0.00044594,0.0006276,0.0013335,0.00065818,0.00046217,0.00096455,0.00078559,0.00065144,0.00078958,0.0016448,0.00055396,0.00067497,0.0013566,0.0009031,0.00053361,0.0010497,0.0011978,0.00056211,0.00067475,0.0014056,0.00083089,0.00072262,0.001094,0.0011057,0.00047312,0.00067164,0.0010237,0.00035728,0.00028689,0.00076447,0.00027505
0.00037921,0.00061067,0.0011396,0.00061063,0.00054642,0.00086868,0.0011703,0.0005489,0.00084765,0.0014753,0.00071454,0.00075107,0.0010692,0.0011802,0.00048494,0.0011271,0.0014901,0.00033239,0.00085272,0.0010413,0.00074189,0.00074606,0.0011647,0.0012498,0.00052097,0.0009142,0.00097106,0.00044373,0.00048726,0.00087137,0.00046556,9.0594e-05
0.00057718,0.0007558,0.00059431,0.00037477,0.00089849,0.0013624,0.00048112,0.00067397,0.0012316,0.00052929,0.00067534,0.0012656,0.0013787,0.00065467,0.00086948,0.001381,0.000393,0.00073395,0.001212,0.00074443,0.00057034,0.00099685,0.0012178,0.00040812,0.00076701,0.0014498,0.00045169,0.00057043,0.00089355,0.00058273,0.00039153,0.00017044
0.001373,0.00060484,0.00034311,0.00077839,0.00089099,0.00050142,0.00088366,0.0014315,0.00058255,0.0006211,0.0010463,0.00093216,0.00063272,0.0010143,0.0014288,0.00049924,0.00098684,0.0013473,0.00073808,0.00062692,0.0012384,0.0010716,0.00044415,0.0010555,0.0012194,0.00054003,0.00052037,0.00085912,0.00088156,0.00033487,0.00060632,0.00046758
0.00051521,0.00036671,0.00048679,0.00088086,0.00039665,0.00093664,0.0016855,0.00062063,0.00064565,0.0013339,0.0008141,0.00057931,0.0009754,0.0014919,0.00053021,0.00078343,0.0014512,0.00079631,0.00061244,0.00093799,0.0010213,0.0005747,0.00070683,0.001617,0.00064946,0.00065419,0.00081804,0.0005939,0.00029447,0.00043809,0.00068734,0.00011764
0.00040519,0.000873,0.00094561,0.00046457,0.0007653,0.0011483,0.00056582,0.00078499,0.0012093,0.0010941,0.00071888,0.00068063,0.0014408,0.00064766,0.00066619,0.001495,0.00068848,0.00059409,0.00078913,0.0011094,0.00036607,0.00066895,0.0016527,0.0004281,0.00067179,0.00086096,0.00074393,0.00036043,0.00065789,0.00074458,0.00030199,0.00013394
0.00074388,0.00062156,0.00036547,0.00074827,0.00084464,0.00047771,0.00062869,0.001269,0.00073594,0.00043742,0.00080111,0.0014122,0.0005277,0.00082334,0.0014263,0.00083283,0.0005077,0.00089813,0.0010792,0.00054498,0.00080126,0.0013545,0.00052573,0.00053917,0.0011299,0.00075891,0.00051754,0.00059758,0.00088091,0.00038154,0.0003787,0.00035451
0.00081195,0.0002382,0.00045758,0.0012091,0.00042461,0.00044392,0.00071108,0.00057371,0.00045058,0.00072064,0.0012161,0.00044627,0.00070838,0.0015323,0.00076156,0.00080021,0.00089547,0.00097879,0.00058818,0.00076549,0.0012268,0.00065915,0.00052856,0.0010434,0.00082507,0.0003843,0.00070741,0.001103,0.00029712,0.00032028,0.00072633,0.00010625
0.00026944,0.00040922,0.00076641,0.00030115,0.00049334,0.0010161,0.00068143,0.00028338,0.00074754,0.0012128,0.00065018,0.00050216,0.0014053,0.00077804,0.00054918,0.00083718,0.0010182,0.00051245,0.00046371,0.0010983,0.00038782,0.00042966,0.00076792,0.00074375,0.00033668,0.00055384,0.00092444,0.00025588,0.00045744,0.0007189,0.00037567,0.0001096
0.00050504,0.00058419,0.0003,0.00028795,0.00076238,0.0006614,0.00045058,0.0006203,0.0010329,0.00036536,0.00069229,0.0011324,0.00070625,0.00052623,0.00068469,0.00093763,0.00054159,0.00075475,0.0011483,0.00042719,0.00064179,0.00081705,0.00067319,0.00042841,0.00070095,0.00096351,0.0004027,0.00044134,0.00094611,0.0004059,0.0001881,0.00018799
0.00054134,0.00025626,0.00027279,0.00067491,0.00049427,0.00037086,0.00059215,0.00067902,0.00044306,0.00039155,0.0010971,0.00072831,0.00038123,0.00082885,0.00083963,0.00040682,0.00063346,0.00088969,0.00051139,0.00051271,0.00095318,0.00082882,0.00042128,0.00062094,0.00094314,0.00034447,0.00046998,0.00080191,0.00037457,0.0002688,0.00038663,0.00025548
0.00031746,0.00020198,0.00033009,0.00053298,0.00030469,0.00057713,0.00086003,0.00040773,0.00057643,0.00076025,0.00047774,0.00052422,0.00073516,0.0009473,0.00053523,0.00055545,0.00105,0.00040692,0.00053562,0.00060932,0.00052056,0.00040191,0.00063669,0.00079223,0.00032799,0.00054593,0.00073347,0.00034515,0.00031024,0.00046227,0.0005063,5.1237e-05
0.00034851,0.0004986,0.00054908,0.00040088,0.00036329,0.00060685,0.00028435,0.00033925,0.00076553,0.00058878,0.00040418,0.00070329,0.0010968,0.00041122,0.00061348,0.0012098,0.00043838,0.00049258,0.0006644,0.00066778,0.00036023,0.00055545,0.0010156,0.00032836,0.00049066,0.00089437,0.00043346,0.0002832,0.00045825,0.00041193,0.00021678,4.9264e-05
0.00054908,0.00018782,0.00020485,0.00033234,0.00052411,0.00025053,0.00045538,0.00091161,0.00035344,0.0004172,0.00066368,0.00063908,0.00030152,0.00053329,0.0008669,0.00028187,0.00033682,0.00077895,0.00053553,0.00031024,0.00060134,0.00083736,0.00039265,0.00056849,0.0012859,0.00041112,0.00039419,0.00040508,0.00034485,0.00015077,0.00020759,0.00017045
0.00049896,0.00021403,0.00037117,0.00062674,0.00030456,0.00028515,0.00052106,0.00036206,0.00032541,0.00052827,0.00060795,0.00033461,0.00053158,0.00088479,0.00043845,0.00043412,0.00094533,0.00046817,0.00036569,0.00047274,0.00084761,0.00031985,0.00045057,0.00083313,0.00038707,0.00026931,0.00057616,0.00053361,0.00027306,0.00018583,0.00028388,4.0396e-05
0.00018454,0.00031244,0.00054778,0.00014122,0.00044195,0.00055669,0.0003214,0.00036921,0.00047986,0.00047491,0.00027997,0.00034624,0.00093755,0.00037281,0.00041925,0.00069379,0.0005256,0.00037103,0.00059774,0.00075808,0.00016201,0.0004832,0.00067731,0.00032916,0.00036837,0.00060578,0.0006232,0.00022605,0.00026277,0.00042549,0.00016979,6.7306e-05
0.00028813,0.0004748,0.00019986,0.00014114,0.00054175,0.00024204,0.00032013,0.00039966,0.00084963,0.00031577,0.00040193,0.00074542,0.00037102,0.00039824,0.00049944,0.00061954,0.00039491,0.00044722,0.00047331,0.00033172,0.00040738,0.00064717,0.00035161,0.0002563,0.00052547,0.00060964,0.00016711,0.00042756,0.00032388,8.1871e-05,0.00012474,9.7673e-05
0.00049952,9.7295e-05,0.00018988,0.00044829,0.00045551,0.00025204,0.0006082,0.00052936,0.00029662,0.00054999,0.00074807,0.0002782,0.00039105,0.00087581,0.00051855,0.00033844,0.00043803,0.00073025,0.00018358,0.00044218,0.00070052,0.00046543,0.00032476,0.00042922,0.00052968,0.00025394,0.00041174,0.00054071,0.0002478,0.0001642,0.00035192,0.0001038
0.00018627,0.00021671,0.00049256,0.00022589,0.00025538,0.000454,0.00063497,0.00022302,0.00031779,0.00064351,0.00031905,0.00022928,0.00048867,0.00037485,0.00021997,0.00036685,0.00080601,0.00025211,0.00039846,0.001018,0.00042003,0.00026602,0.00036754,0.00031853,0.00028615,0.00028003,0.00060632,0.00016518,0.00018763,0.00045966,0.00021699,1.6205e-05
0.00021053,0.00038911,0.00013593,0.0001935,0.00028179,0.0005045,0.00016451,0.00034181,0.00054707,0.00016162,0.00032528,0.0004263,0.00047547,0.0001977,0.00030359,0.00040377,0.00017262,0.00027492,0.00067777,0.00028211,0.00020321,0.00037671,0.00040806,0.00028995,0.00027658,0.0008239,0.00017957,0.00019352,0.00019599,0.00037704,0.00014116,6.1322e-05
0.00043757,0.00022674,0.00011853,0.00019517,0.00043614,0.0001646,0.00027375,0.0003998,0.0001819,0.0002682,0.00049179,0.00040763,0.00020165,0.00044026,0.00045465,0.00024516,0.00033355,0.00054339,0.00042429,0.00025949,0.00049693,0.00054555,0.00019866,0.00038841,0.00064763,0.00024524,0.00028243,0.00029593,0.00028466,0.00010038,0.00020471,0.0002492
0.00017917,0.00010392,0.00031657,0.0003042,0.00011083,0.00015465,0.00057973,0.00015761,0.00021655,0.00035257,0.00046134,0.0002249,0.00032024,0.00070203,0.00013519,0.00020387,0.00050231,0.00028972,0.00017685,0.00045108,0.00031596,0.0001169,0.00029919,0.00049701,0.0001761,0.00015382,0.00030521,0.00026429,0.00012647,0.00020026,0.00015597,1.7385e-05
