1.012,100,0.95,0,0,0
0.93078,100,0.95,0,0,0
0.58444,100,0.95,0,0,0
1.021,100,0.95,0,0,0
1.3421,100,0.95,0,0,0
1.1836,100,0.95,0,0,0
1.0013,100,0.95,0,0,0
1.2655,100,0.95,0,0,0
1.1576,100,0.95,0,0,0
0.80694,100,0.95,0,0,0
0.8724,100,0.95,0,0,0
1.0531,100,0.95,0,0,0
0.82822,100,0.95,0,0,0
0.60773,100,0.95,0,0,0
0.87521,100,0.95,0,0,0
0.99069,100,0.95,0,0,0
0.82256,100,0.95,0,0,0
1.0913,100,0.95,0,0,0
1.1709,100,0.95,0,0,0
0.91992,100,0.95,0,0,0
1.012,100,0.95,0,0,0
0.93078,100,0.95,0,0,0
0.58444,100,0.95,0,0,0
1.021,100,0.95,0,0,0
1.3421,100,0.95,0,0,0
1.1836,100,0.95,0,0,0
1.0013,100,0.95,0,0,0
1.2655,100,0.95,0,0,0
1.1576,100,0.95,0,0,0
0.80694,100,0.95,0,0,0
0.8724,100,0.95,0,0,0
1.0531,100,0.95,0,0,0
0.82822,100,0.95,0,0,0
0.60773,100,0.95,0,0,0
0.87521,100,0.95,0,0,0
0.99069,100,0.95,0,0,0
0.82256,100,0.95,0,0,0
1.0913,100,0.95,0,0,0
1.1709,100,0.95,0,0,0
0.91992,100,0.95,0,0,0
1.012,100,0.95,0,0,0
0.93078,100,0.95,0,0,0
0.58444,100,0.95,0,0,0
1.021,100,0.95,0,0,0
1.3421,100,0.95,0,0,0
1.1836,100,0.95,0,0,0
1.0013,100,0.95,0,0,0
1.2655,100,0.95,0,0,0
1.1576,100,0.95,0,0,0
0.80694,100,0.95,0,0,0
0.8724,100,0.95,0,0,0
1.0531,100,0.95,0,0,0
0.82822,100,0.95,0,0,0
0.60773,100,0.95,0,0,0
0.87521,100,0.95,0,0,0
0.99069,100,0.95,0,0,0
0.82256,100,0.95,0,0,0
1.0913,100,0.95,0,0,0
1.1709,100,0.95,0,0,0
0.91992,100,0.95,0,0,0
1.012,100,0.95,0,0,0
0.93078,100,0.95,0,0,0
0.58444,100,0.95,0,0,0
1.021,100,0.95,0,0,0
1.3421,100,0.95,0,0,0
1.1836,100,0.95,0,0,0
1.0013,100,0.95,0,0,0
1.2655,100,0.95,0,0,0
1.1576,100,0.95,0,0,0
0.80694,100,0.95,0,0,0
0.8724,100,0.95,0,0,0
1.0531,100,0.95,0,0,0
0.82822,100,0.95,0,0,0
0.60773,100,0.95,0,0,0
0.87521,100,0.95,0,0,0
0.99069,100,0.95,0,0,0
0.82256,100,0.95,0,0,0
1.0913,100,0.95,0,0,0
1.1709,100,0.95,0,0,0
0.91992,100,0.95,0,0,0
