0.000000000000000000e+00,0.000000000000000000e+00
5.690301239507897929e-02,1.727743449420000084e-04
5.407099009612398310e-02,1.668614092080000051e-04
6.383944171411592983e-02,1.888368944359999891e-04
5.462632517178993979e-02,1.677628649850000056e-04
1.210738337026360939e-01,2.423868517390000013e-04
1.043155335317639543e-01,2.191819643329999965e-04
1.258636323668001211e-01,2.497910235939999847e-04
5.174230956459100611e-02,1.615659845520000019e-04
1.063069871205159916e-01,2.225953850819999981e-04
1.061243056902229920e-01,2.221126896879999926e-04
1.208556424787839562e-01,2.432374820549999914e-04
5.924514823891397636e-02,1.792328206769999981e-04
1.236701577848258876e-01,2.466348680780000233e-04
1.164808809497970138e-01,2.371174548579999930e-04
1.361882848271239177e-01,2.632736057579999791e-04
6.013764322124493661e-02,1.797871828499999981e-04
1.248939543939989877e-01,2.458845169280000041e-04
1.247080472208651064e-01,2.455798383459999895e-04
1.484009229538970354e-01,2.761154388079999815e-04
1.225217854111920884e-01,2.445214639290000194e-04
1.849096042553659003e-01,2.819898698560000146e-04
1.779045330519340440e-01,2.753005279050000113e-04
2.011062515868657363e-01,2.970771117610000061e-04
1.225951300312839443e-01,2.445417661770000204e-04
1.777861048248010889e-01,2.752601697220000078e-04
1.864042258500219762e-01,2.834691941900000238e-04
2.058217116045321093e-01,3.014154876299999911e-04
1.432398265572650542e-01,2.714033707890000117e-04
2.000028340060380772e-01,2.961577277170000127e-04
2.164506076562660031e-01,3.101771484159999981e-04
2.290704936368929689e-01,3.208058769799999746e-04
5.386211796508594274e-02,1.662213232470000014e-04
1.220482337612459472e-01,2.422545207479999939e-04
1.152439352240819948e-01,2.332204756180000012e-04
1.443930048200040839e-01,2.712504186870000073e-04
1.087922576992369078e-01,2.261760869369999955e-04
1.774880380267979396e-01,2.749633583790000091e-04
1.601217579991749684e-01,2.576780232779999789e-04
1.943748953610828778e-01,2.914315222129999837e-04
1.148862576314569756e-01,2.342089858389999975e-04
1.768352958606859981e-01,2.740020632910000146e-04
1.744487467119528734e-01,2.720017905640000197e-04
2.104299137053412538e-01,3.054645328080000054e-04
1.302307431565980778e-01,2.552203772650000146e-04
1.910749825813269909e-01,2.880935616980000234e-04
1.911837950802407482e-01,2.880163937349999956e-04
2.201168893854081043e-01,3.136661911620000089e-04
6.777702751046195406e-02,1.966048974559999945e-04
1.415613778356651642e-01,2.680373849779999948e-04
1.405654613827880262e-01,2.667416664899999895e-04
1.725834337911631988e-01,3.051881370439999742e-04
1.362313572412809926e-01,2.629358097979999807e-04
1.931419712613070272e-01,2.903140565510000065e-04
1.968315159737851205e-01,2.933350550800000052e-04
2.255724843811738878e-01,3.188084896130000058e-04
1.479592804980400522e-01,2.775031126169999972e-04
2.025519972280057368e-01,2.983709716219999837e-04
2.200677376000577945e-01,3.135709305599999820e-04
2.478245361100230026e-01,3.369900946589999961e-04
1.648964888479719226e-01,2.977715990579999890e-04
2.215561892964641177e-01,3.148161250629999842e-04
2.485188874828807570e-01,3.370869751450000177e-04
2.518321655753731902e-01,3.394243928640000205e-04
5.394544460951899295e-02,1.665288955119999920e-04
1.187473568019678793e-01,2.376753387969999934e-04
1.109281838773249484e-01,2.271772005770000065e-04
1.319261511299239797e-01,2.558064601310000032e-04
1.165245783622371190e-01,2.348321879479999951e-04
1.935170184744082200e-01,2.881235812430000122e-04
1.668730825344401369e-01,2.629984065460000083e-04
2.001643522107537931e-01,2.950366529879999743e-04
1.111532900816259023e-01,2.274561825749999984e-04
1.752288389648580802e-01,2.714692747039999842e-04
1.650974476499360022e-01,2.613562847570000125e-04
1.877181344507160288e-01,2.833642500099999863e-04
1.281423681516488944e-01,2.509005034429999891e-04
2.018817569833481484e-01,2.964062856799999819e-04
1.817270425909050802e-01,2.780206726690000077e-04
2.156986444868600750e-01,3.085400475460000117e-04
1.245918143228350594e-01,2.470627463100000059e-04
1.995206402047917382e-01,2.934606524700000114e-04
1.969953452649681469e-01,2.910677868969999767e-04
2.245259225226879374e-01,3.159543146009999998e-04
2.010884017644718191e-01,2.961280683269999769e-04
2.740654205386089393e-01,3.193623823610000222e-04
2.500057446798879535e-01,3.039078561210000091e-04
2.879157231628538538e-01,3.280428340480000043e-04
1.994612728806618995e-01,2.948959559910000004e-04
2.625242536254400738e-01,3.120001230819999900e-04
2.589093681203079034e-01,3.097644869600000173e-04
2.872214048238958539e-01,3.275500202240000120e-04
2.325545768688269399e-01,3.238904739170000080e-04
3.030672412630441293e-01,3.363186487989999860e-04
2.910923835220371458e-01,3.299882075870000245e-04
3.239930536919870541e-01,3.480734001409999914e-04
1.124166552238779065e-01,2.309214400959999874e-04
1.948421828951429624e-01,2.894232702330000093e-04
1.799749067952979842e-01,2.758299937090000187e-04
2.195158852198540733e-01,3.116055054059999919e-04
1.774865827519050698e-01,2.749777051519999762e-04
2.604880216115252334e-01,3.107029840730000025e-04
2.309949950917328798e-01,2.910436653210000057e-04
2.823834489396568892e-01,3.248895084420000087e-04
1.803193185958399114e-01,2.776214471909999731e-04
2.555122961194740139e-01,3.073018262639999870e-04
2.388691385926868527e-01,2.967124322060000216e-04
2.863389160287739821e-01,3.271192232849999830e-04
2.109245388391080278e-01,3.056861759300000063e-04
2.835135930409097282e-01,3.252584060570000175e-04
2.577627124443892526e-01,3.094926561039999845e-04
3.092886539632459519e-01,3.397771853950000073e-04
1.404834050844170623e-01,2.679514195090000172e-04
2.263593892040360600e-01,3.170009311990000240e-04
2.186801201998070932e-01,3.106815206480000166e-04
2.692589513084830966e-01,3.513950933299999843e-04
2.249865437866540863e-01,3.172864050369999904e-04
2.975768340965759262e-01,3.334068766169999767e-04
2.777252619998218930e-01,3.218535188550000173e-04
3.330184748347629342e-01,3.533251913900000221e-04
2.362705650733278040e-01,3.267057808660000042e-04
2.989763312660296823e-01,3.341333319110000076e-04
2.986981090100858660e-01,3.342313868350000054e-04
3.446090433578648526e-01,3.592345907169999970e-04
2.769623319821309382e-01,3.583305162669999820e-04
3.306029532286661743e-01,3.512184592379999880e-04
3.462303535525085851e-01,3.591400050809999997e-04
3.658316984948780659e-01,3.690581190410000012e-04
5.850172294586297728e-02,1.764360795880000115e-04
1.227243493368100485e-01,2.429261387340000077e-04
1.211284959248720011e-01,2.409534362360000093e-04
1.388881143543501118e-01,2.645059008610000035e-04
1.168695460314079781e-01,2.353573908760000003e-04
1.840445741766920940e-01,2.796628358930000201e-04
1.736410974648628924e-01,2.697444318600000020e-04
2.003821257902000108e-01,2.952011775039999780e-04
1.145950270567610285e-01,2.320733609550000055e-04
1.716429857239240020e-01,2.677879562750000116e-04
1.771689084357510324e-01,2.731823618249999892e-04
1.956458596164761254e-01,2.908516306439999774e-04
1.269774956960519896e-01,2.495584117960000076e-04
1.938669631582509434e-01,2.891541541319999861e-04
1.922099224639910175e-01,2.876572468689999880e-04
2.194282187714121091e-01,3.113737664490000127e-04
1.307039181927790450e-01,2.551704758679999917e-04
2.011192448522378107e-01,2.950381175429999813e-04
2.076205838853829866e-01,3.002475031730000247e-04
2.392737521993738015e-01,3.278242192269999948e-04
1.945676455904482016e-01,2.906056780680000098e-04
2.546332396863257852e-01,3.068211856260000129e-04
2.609522970388847840e-01,3.109638932419999898e-04
2.910788963872449342e-01,3.299412330260000168e-04
1.991476909101918824e-01,2.947564870589999787e-04
2.497970330242989256e-01,3.039483242429999736e-04
